image_name,person_id,is_test,label,split
024544.jpg,3473,0,301,train
024549.jpg,2511,0,217,train
024572.jpg,6165,0,533,train
024588.jpg,5386,0,472,train
024591.jpg,1463,0,125,train
024597.jpg,3340,0,289,train
024603.jpg,1420,0,121,train
024616.jpg,6753,0,588,train
024618.jpg,6286,0,543,train
024622.jpg,3185,0,273,train
024626.jpg,7420,0,620,train
024649.jpg,374,0,37,train
024662.jpg,4407,0,382,train
024664.jpg,1810,0,153,train
024668.jpg,4475,0,390,train
024671.jpg,4962,0,428,train
024675.jpg,3148,0,270,train
024686.jpg,5582,0,489,train
024690.jpg,3915,0,338,train
024694.jpg,1639,0,143,train
024695.jpg,6705,0,585,train
024697.jpg,4031,0,348,train
024704.jpg,1947,0,161,train
024717.jpg,6042,0,522,train
024720.jpg,5344,0,467,train
024737.jpg,1960,0,163,train
024754.jpg,290,0,24,train
024762.jpg,719,0,74,train
024808.jpg,94,0,11,train
024811.jpg,4872,0,415,train
024835.jpg,4872,0,415,train
024841.jpg,2511,0,217,train
024865.jpg,4475,0,390,train
024868.jpg,1383,0,118,train
024886.jpg,1128,0,99,train
024895.jpg,8794,0,668,train
024897.jpg,6718,0,587,train
024911.jpg,5207,0,454,train
024912.jpg,5191,0,453,train
024916.jpg,3908,0,337,train
024920.jpg,8086,0,640,train
024930.jpg,843,0,82,train
024939.jpg,6914,0,596,train
024968.jpg,6082,0,525,train
024994.jpg,2963,0,253,train
024995.jpg,4920,0,422,train
025006.jpg,4475,0,390,train
025030.jpg,4238,0,370,train
025033.jpg,7680,0,627,train
025036.jpg,6147,0,529,train
025042.jpg,4947,0,425,train
025046.jpg,8682,0,663,train
025099.jpg,3962,0,343,train
025104.jpg,284,0,23,train
025109.jpg,2571,0,222,train
025121.jpg,3148,0,270,train
025122.jpg,2511,0,217,train
025151.jpg,2006,0,171,train
025164.jpg,6754,0,589,train
025174.jpg,614,0,64,train
025197.jpg,5133,0,446,train
025208.jpg,2425,0,213,train
025210.jpg,123,0,13,train
025225.jpg,3302,0,284,train
025235.jpg,6614,0,572,train
025237.jpg,3404,0,293,train
025244.jpg,2880,0,243,train
025247.jpg,1990,0,168,train
025251.jpg,863,0,84,train
025294.jpg,5472,0,478,train
025298.jpg,4293,0,374,train
025300.jpg,6443,0,561,train
025302.jpg,4571,0,395,train
025315.jpg,4600,0,398,train
025317.jpg,79,0,10,train
025349.jpg,5182,0,452,train
025357.jpg,240,0,19,train
025361.jpg,8558,0,657,train
025372.jpg,3620,0,312,train
025373.jpg,7867,0,631,train
025401.jpg,3957,0,342,train
025406.jpg,3875,0,335,train
025414.jpg,7379,0,614,train
025422.jpg,2334,0,208,train
025425.jpg,1871,0,157,train
025442.jpg,924,0,87,train
025446.jpg,3681,0,316,train
025451.jpg,6583,0,571,train
025486.jpg,414,0,47,train
025487.jpg,6322,0,546,train
025506.jpg,1062,0,97,train
025509.jpg,3436,0,296,train
025530.jpg,3270,0,279,train
025543.jpg,2463,0,215,train
025544.jpg,3708,0,318,train
025551.jpg,1423,0,122,train
025564.jpg,843,0,82,train
025567.jpg,2935,0,247,train
025568.jpg,4051,0,352,train
025590.jpg,3587,0,309,train
025609.jpg,2318,0,205,train
025619.jpg,3764,0,323,train
025627.jpg,2243,0,197,train
025653.jpg,5519,0,483,train
025694.jpg,7203,0,607,train
025724.jpg,6811,0,592,train
025730.jpg,3908,0,337,train
025738.jpg,3148,0,270,train
025739.jpg,1871,0,157,train
025753.jpg,1050,0,94,train
025766.jpg,8121,0,641,train
025772.jpg,4577,0,396,train
025786.jpg,160,0,15,train
025821.jpg,5532,0,485,train
025826.jpg,9013,0,675,train
025829.jpg,592,0,62,train
025835.jpg,6398,0,555,train
025851.jpg,5807,0,511,train
025866.jpg,391,0,41,train
025870.jpg,1974,0,164,train
025880.jpg,2046,0,172,train
025903.jpg,5472,0,478,train
025912.jpg,924,0,87,train
025930.jpg,5982,0,519,train
025957.jpg,4594,0,397,train
025976.jpg,5884,0,514,train
025997.jpg,6901,0,595,train
026009.jpg,6042,0,522,train
026015.jpg,5122,0,443,train
026021.jpg,3279,0,280,train
026028.jpg,5370,0,471,train
026032.jpg,1549,0,132,train
026078.jpg,961,0,89,train
026082.jpg,4358,0,379,train
026091.jpg,7962,0,635,train
026104.jpg,2175,0,187,train
026105.jpg,382,0,39,train
026143.jpg,6200,0,538,train
026155.jpg,2248,0,198,train
026161.jpg,2175,0,187,train
026170.jpg,3817,0,328,train
026195.jpg,1470,0,126,train
026205.jpg,6042,0,522,train
026213.jpg,632,0,65,train
026245.jpg,6394,0,554,train
026248.jpg,2213,0,192,train
026249.jpg,3491,0,302,train
026254.jpg,3636,0,313,train
026266.jpg,394,0,42,train
026285.jpg,391,0,41,train
026297.jpg,4087,0,356,train
026301.jpg,9165,0,681,train
026327.jpg,1135,0,100,train
026337.jpg,334,0,34,train
026346.jpg,3528,0,306,train
026357.jpg,3870,0,334,train
026364.jpg,4975,0,430,train
026366.jpg,4473,0,389,train
026380.jpg,5046,0,439,train
026401.jpg,2079,0,176,train
026408.jpg,3989,0,345,train
026433.jpg,1866,0,156,train
026446.jpg,6806,0,591,train
026452.jpg,655,0,68,train
026471.jpg,3771,0,324,train
026490.jpg,295,0,27,train
026495.jpg,1775,0,151,train
026502.jpg,6558,0,568,train
026505.jpg,1565,0,133,train
026535.jpg,2643,0,227,train
026536.jpg,4256,0,371,train
026542.jpg,5423,0,477,train
026543.jpg,5327,0,465,train
026556.jpg,3436,0,296,train
026557.jpg,4487,0,391,train
026567.jpg,343,0,35,train
026568.jpg,657,0,69,train
026583.jpg,10016,0,694,train
026585.jpg,5093,0,441,train
026592.jpg,5239,0,457,train
026596.jpg,7867,0,631,train
026604.jpg,1565,0,133,train
026606.jpg,380,0,38,train
026610.jpg,2571,0,222,train
026618.jpg,394,0,42,train
026619.jpg,647,0,66,train
026625.jpg,459,0,52,train
026634.jpg,3469,0,300,train
026642.jpg,6438,0,560,train
026649.jpg,2306,0,204,train
026659.jpg,1025,0,91,train
026669.jpg,6683,0,581,train
026672.jpg,6200,0,538,train
026678.jpg,9119,0,680,train
026680.jpg,6811,0,592,train
026694.jpg,576,0,60,train
026701.jpg,7578,0,625,train
026704.jpg,6674,0,577,train
026754.jpg,3184,0,272,train
026766.jpg,2814,0,233,train
026772.jpg,4600,0,398,train
026775.jpg,5122,0,443,train
026788.jpg,6081,0,524,train
026799.jpg,4393,0,380,train
026815.jpg,4872,0,415,train
026819.jpg,1393,0,119,train
026821.jpg,4041,0,350,train
026824.jpg,8798,0,669,train
026828.jpg,4414,0,383,train
026858.jpg,1156,0,102,train
026863.jpg,6162,0,532,train
026868.jpg,5042,0,438,train
026880.jpg,4136,0,358,train
026891.jpg,742,0,77,train
026893.jpg,2240,0,196,train
026897.jpg,843,0,82,train
026904.jpg,2231,0,193,train
026921.jpg,2150,0,183,train
026929.jpg,1844,0,155,train
026966.jpg,5884,0,514,train
026982.jpg,7804,0,630,train
026997.jpg,5948,0,517,train
027006.jpg,9013,0,675,train
027017.jpg,6716,0,586,train
027025.jpg,6532,0,566,train
027030.jpg,4154,0,364,train
027031.jpg,1170,0,103,train
027056.jpg,5472,0,478,train
027057.jpg,5805,0,509,train
027066.jpg,2067,0,175,train
027083.jpg,2956,0,252,train
027107.jpg,5018,0,434,train
027108.jpg,516,0,59,train
027109.jpg,3900,0,336,train
027116.jpg,4594,0,397,train
027117.jpg,6082,0,525,train
027119.jpg,3984,0,344,train
027121.jpg,6308,0,545,train
027139.jpg,3314,0,286,train
027143.jpg,1984,0,166,train
027156.jpg,4124,0,357,train
027157.jpg,4899,0,420,train
027161.jpg,7379,0,614,train
027174.jpg,2201,0,190,train
027187.jpg,2956,0,252,train
027192.jpg,6679,0,578,train
027196.jpg,724,0,75,train
027199.jpg,4920,0,422,train
027201.jpg,295,0,27,train
027204.jpg,4316,0,378,train
027206.jpg,2518,0,218,train
027209.jpg,5096,0,442,train
027213.jpg,2065,0,174,train
027214.jpg,6082,0,525,train
027216.jpg,496,0,58,train
027236.jpg,5135,0,447,train
027238.jpg,2463,0,215,train
027243.jpg,476,0,55,train
027258.jpg,7499,0,624,train
027262.jpg,2124,0,182,train
027264.jpg,3829,0,330,train
027270.jpg,6162,0,532,train
027276.jpg,1614,0,140,train
027324.jpg,6165,0,533,train
027345.jpg,5521,0,484,train
027354.jpg,5806,0,510,train
027371.jpg,8667,0,662,train
027381.jpg,5008,0,433,train
027425.jpg,64,0,7,train
027427.jpg,3429,0,295,train
027442.jpg,1624,0,141,train
027452.jpg,5582,0,489,train
027462.jpg,1890,0,158,train
027471.jpg,3400,0,292,train
027472.jpg,79,0,10,train
027474.jpg,6181,0,536,train
027504.jpg,6162,0,532,train
027505.jpg,495,0,57,train
027507.jpg,819,0,81,train
027523.jpg,2419,0,212,train
027534.jpg,7420,0,620,train
027559.jpg,5805,0,509,train
027563.jpg,3714,0,319,train
027570.jpg,445,0,50,train
027596.jpg,1420,0,121,train
027625.jpg,5346,0,468,train
027648.jpg,2935,0,247,train
027664.jpg,1474,0,127,train
027666.jpg,1951,0,162,train
027672.jpg,10134,0,696,train
027685.jpg,2956,0,252,train
027693.jpg,2318,0,205,train
027694.jpg,322,0,33,train
027701.jpg,391,0,41,train
027712.jpg,3805,0,327,train
027720.jpg,6081,0,524,train
027722.jpg,79,0,10,train
027731.jpg,2463,0,215,train
027754.jpg,3421,0,294,train
027757.jpg,8667,0,662,train
027762.jpg,4136,0,358,train
027771.jpg,2880,0,243,train
027779.jpg,7409,0,618,train
027786.jpg,8519,0,654,train
027792.jpg,3398,0,291,train
027803.jpg,3858,0,333,train
027807.jpg,5096,0,442,train
027815.jpg,742,0,77,train
027833.jpg,4972,0,429,train
027864.jpg,6166,0,534,train
027874.jpg,9165,0,681,train
027882.jpg,6322,0,546,train
027896.jpg,4814,0,414,train
027913.jpg,9924,0,691,train
027915.jpg,5243,0,458,train
027917.jpg,1749,0,150,train
027937.jpg,3404,0,293,train
027949.jpg,2243,0,197,train
027963.jpg,5346,0,468,train
027964.jpg,4060,0,354,train
027968.jpg,6753,0,588,train
027997.jpg,7008,0,598,train
028011.jpg,4962,0,428,train
028023.jpg,2963,0,253,train
028032.jpg,3600,0,310,train
028034.jpg,6914,0,596,train
028044.jpg,719,0,74,train
028046.jpg,861,0,83,train
028051.jpg,1984,0,166,train
028059.jpg,5302,0,461,train
028079.jpg,2249,0,199,train
028082.jpg,9601,0,685,train
028146.jpg,303,0,28,train
028171.jpg,4448,0,388,train
028181.jpg,3031,0,259,train
028182.jpg,3941,0,339,train
028247.jpg,706,0,72,train
028254.jpg,2955,0,251,train
028255.jpg,3048,0,261,train
028276.jpg,654,0,67,train
028278.jpg,3805,0,327,train
028283.jpg,5391,0,473,train
028286.jpg,38,0,3,train
028293.jpg,1991,0,169,train
028295.jpg,1639,0,143,train
028312.jpg,1784,0,152,train
028317.jpg,1058,0,95,train
028326.jpg,9347,0,683,train
028342.jpg,1985,0,167,train
028346.jpg,7426,0,621,train
028348.jpg,2202,0,191,train
028354.jpg,3587,0,309,train
028356.jpg,3438,0,297,train
028357.jpg,8636,0,661,train
028362.jpg,8746,0,666,train
028369.jpg,2334,0,208,train
028371.jpg,4594,0,397,train
028384.jpg,9924,0,691,train
028392.jpg,2792,0,231,train
028397.jpg,4136,0,358,train
028409.jpg,4647,0,402,train
028429.jpg,657,0,69,train
028430.jpg,6583,0,571,train
028443.jpg,3587,0,309,train
028444.jpg,1578,0,135,train
028452.jpg,3781,0,325,train
028463.jpg,2425,0,213,train
028513.jpg,3957,0,342,train
028528.jpg,5122,0,443,train
028538.jpg,3781,0,325,train
028557.jpg,445,0,50,train
028560.jpg,2929,0,246,train
028575.jpg,8236,0,644,train
028577.jpg,5350,0,469,train
028600.jpg,8943,0,674,train
028601.jpg,2332,0,207,train
028614.jpg,4154,0,364,train
028642.jpg,7380,0,615,train
028656.jpg,2304,0,203,train
028660.jpg,3469,0,300,train
028661.jpg,61,0,6,train
028669.jpg,2046,0,172,train
028672.jpg,819,0,81,train
028690.jpg,2820,0,234,train
028726.jpg,94,0,11,train
028729.jpg,6509,0,564,train
028739.jpg,2518,0,218,train
028765.jpg,3539,0,308,train
028770.jpg,4647,0,402,train
028774.jpg,5611,0,493,train
028795.jpg,3302,0,284,train
028801.jpg,1322,0,111,train
028807.jpg,4620,0,401,train
028823.jpg,7413,0,619,train
028836.jpg,5750,0,504,train
028839.jpg,1810,0,153,train
028841.jpg,3338,0,288,train
028842.jpg,6583,0,571,train
028858.jpg,12,0,0,train
028862.jpg,2999,0,256,train
028876.jpg,2921,0,245,train
028877.jpg,2334,0,208,train
028885.jpg,5806,0,510,train
028898.jpg,6754,0,589,train
028902.jpg,5750,0,504,train
028909.jpg,5656,0,494,train
028919.jpg,2235,0,194,train
028943.jpg,6081,0,524,train
028944.jpg,3714,0,319,train
028947.jpg,1936,0,160,train
028984.jpg,384,0,40,train
028994.jpg,9013,0,675,train
028996.jpg,3817,0,328,train
028998.jpg,731,0,76,train
029016.jpg,3941,0,339,train
029027.jpg,1288,0,108,train
029036.jpg,2425,0,213,train
029056.jpg,5423,0,477,train
029061.jpg,5703,0,499,train
029068.jpg,7264,0,608,train
029109.jpg,4151,0,363,train
029115.jpg,9842,0,689,train
029124.jpg,382,0,39,train
029165.jpg,6754,0,589,train
029173.jpg,2330,0,206,train
029186.jpg,6376,0,553,train
029188.jpg,7363,0,613,train
029194.jpg,7380,0,615,train
029206.jpg,3620,0,312,train
029214.jpg,9115,0,679,train
029230.jpg,3948,0,341,train
029253.jpg,2918,0,244,train
029268.jpg,3048,0,261,train
029280.jpg,6256,0,541,train
029289.jpg,6754,0,589,train
029313.jpg,4436,0,386,train
029327.jpg,1137,0,101,train
029329.jpg,4446,0,387,train
029342.jpg,7779,0,629,train
029351.jpg,587,0,61,train
029358.jpg,6322,0,546,train
029398.jpg,284,0,23,train
029417.jpg,38,0,3,train
029420.jpg,1574,0,134,train
029427.jpg,5182,0,452,train
029472.jpg,3858,0,333,train
029478.jpg,6136,0,528,train
029508.jpg,3943,0,340,train
029509.jpg,2111,0,179,train
029514.jpg,1483,0,129,train
029516.jpg,4041,0,350,train
029568.jpg,6685,0,582,train
029569.jpg,1624,0,141,train
029574.jpg,2150,0,183,train
029583.jpg,5805,0,509,train
029584.jpg,8460,0,653,train
029588.jpg,6443,0,561,train
029609.jpg,1960,0,163,train
029639.jpg,4028,0,347,train
029643.jpg,2124,0,182,train
029656.jpg,647,0,66,train
029660.jpg,5703,0,499,train
029662.jpg,2083,0,177,train
029677.jpg,4058,0,353,train
029679.jpg,1549,0,132,train
029689.jpg,5207,0,454,train
029693.jpg,4487,0,391,train
029696.jpg,1936,0,160,train
029698.jpg,4741,0,410,train
029699.jpg,2996,0,255,train
029701.jpg,3118,0,268,train
029704.jpg,702,0,71,train
029736.jpg,7420,0,620,train
029737.jpg,5272,0,460,train
029742.jpg,6152,0,530,train
029748.jpg,1423,0,122,train
029752.jpg,5243,0,458,train
029761.jpg,1936,0,160,train
029765.jpg,2184,0,189,train
029776.jpg,3788,0,326,train
029780.jpg,5807,0,511,train
029784.jpg,6705,0,585,train
029803.jpg,6081,0,524,train
029804.jpg,5512,0,482,train
029807.jpg,6161,0,531,train
029824.jpg,9166,0,682,train
029845.jpg,496,0,58,train
029852.jpg,4164,0,366,train
029853.jpg,8086,0,640,train
029863.jpg,6509,0,564,train
029864.jpg,1871,0,157,train
029868.jpg,2619,0,226,train
029893.jpg,2813,0,232,train
029900.jpg,2155,0,184,train
029934.jpg,2306,0,204,train
029935.jpg,2086,0,178,train
029938.jpg,4048,0,351,train
029940.jpg,2175,0,187,train
029941.jpg,3900,0,336,train
029943.jpg,4028,0,347,train
029945.jpg,7286,0,609,train
029958.jpg,4151,0,363,train
029959.jpg,4620,0,401,train
029962.jpg,7680,0,627,train
029981.jpg,3148,0,270,train
029987.jpg,2938,0,249,train
030006.jpg,9013,0,675,train
030012.jpg,904,0,86,train
030028.jpg,1490,0,130,train
030030.jpg,2425,0,213,train
030065.jpg,9115,0,679,train
030076.jpg,7386,0,616,train
030086.jpg,94,0,11,train
030098.jpg,1871,0,157,train
030116.jpg,6682,0,580,train
030122.jpg,6811,0,592,train
030127.jpg,1383,0,118,train
030148.jpg,657,0,69,train
030151.jpg,3764,0,323,train
030156.jpg,5488,0,480,train
030181.jpg,1633,0,142,train
030184.jpg,5144,0,448,train
030187.jpg,263,0,22,train
030198.jpg,4872,0,415,train
030201.jpg,4394,0,381,train
030206.jpg,1490,0,130,train
030219.jpg,904,0,86,train
030244.jpg,993,0,90,train
030245.jpg,7680,0,627,train
030247.jpg,9924,0,691,train
030250.jpg,61,0,6,train
030258.jpg,103,0,12,train
030260.jpg,6679,0,578,train
030265.jpg,3324,0,287,train
030272.jpg,3714,0,319,train
030280.jpg,6161,0,531,train
030281.jpg,5350,0,469,train
030283.jpg,240,0,19,train
030291.jpg,1977,0,165,train
030319.jpg,2619,0,226,train
030323.jpg,5827,0,512,train
030325.jpg,1348,0,114,train
030353.jpg,3497,0,303,train
030358.jpg,5096,0,442,train
030366.jpg,2243,0,197,train
030368.jpg,1137,0,101,train
030376.jpg,3781,0,325,train
030378.jpg,3429,0,295,train
030385.jpg,3823,0,329,train
030397.jpg,2879,0,242,train
030402.jpg,1289,0,109,train
030409.jpg,6236,0,539,train
030417.jpg,263,0,22,train
030445.jpg,5805,0,509,train
030446.jpg,2184,0,189,train
030460.jpg,2463,0,215,train
030461.jpg,6685,0,582,train
030462.jpg,1475,0,128,train
030470.jpg,6844,0,593,train
030491.jpg,961,0,89,train
030501.jpg,7413,0,619,train
030514.jpg,4058,0,353,train
030521.jpg,6674,0,577,train
030533.jpg,5340,0,466,train
030543.jpg,6403,0,556,train
030552.jpg,993,0,90,train
030564.jpg,5601,0,491,train
030580.jpg,2063,0,173,train
030586.jpg,2202,0,191,train
030590.jpg,9794,0,687,train
030604.jpg,3270,0,279,train
030625.jpg,6901,0,595,train
030629.jpg,2238,0,195,train
030633.jpg,334,0,34,train
030647.jpg,8682,0,663,train
030677.jpg,3118,0,268,train
030684.jpg,3463,0,298,train
030691.jpg,1613,0,139,train
030692.jpg,7867,0,631,train
030712.jpg,1135,0,100,train
030713.jpg,3436,0,296,train
030721.jpg,3127,0,269,train
030723.jpg,5340,0,466,train
030724.jpg,5423,0,477,train
030727.jpg,1603,0,137,train
030739.jpg,8086,0,640,train
030746.jpg,1871,0,157,train
030747.jpg,496,0,58,train
030757.jpg,3751,0,321,train
030763.jpg,4475,0,390,train
030770.jpg,1245,0,105,train
030779.jpg,4814,0,414,train
030796.jpg,6679,0,578,train
030825.jpg,3957,0,342,train
030848.jpg,496,0,58,train
030873.jpg,863,0,84,train
030882.jpg,4148,0,361,train
030899.jpg,3708,0,318,train
030904.jpg,130,0,14,train
030920.jpg,9981,0,693,train
030922.jpg,5222,0,455,train
030935.jpg,4138,0,360,train
030936.jpg,2643,0,227,train
030938.jpg,3745,0,320,train
030967.jpg,4407,0,382,train
030970.jpg,5042,0,438,train
030993.jpg,2111,0,179,train
030998.jpg,6180,0,535,train
031002.jpg,1844,0,155,train
031006.jpg,8552,0,656,train
031010.jpg,3835,0,331,train
031012.jpg,2612,0,225,train
031079.jpg,7286,0,609,train
031102.jpg,2253,0,201,train
031144.jpg,6368,0,552,train
031146.jpg,7426,0,621,train
031157.jpg,2114,0,180,train
031161.jpg,2240,0,196,train
031172.jpg,4473,0,389,train
031205.jpg,9924,0,691,train
031207.jpg,6718,0,587,train
031211.jpg,318,0,31,train
031225.jpg,2150,0,183,train
031226.jpg,5243,0,458,train
031236.jpg,2083,0,177,train
031243.jpg,1058,0,95,train
031246.jpg,1810,0,153,train
031249.jpg,3915,0,338,train
031252.jpg,5807,0,511,train
031256.jpg,3805,0,327,train
031259.jpg,4137,0,359,train
031270.jpg,4891,0,419,train
031271.jpg,8449,0,652,train
031281.jpg,3817,0,328,train
031298.jpg,5964,0,518,train
031306.jpg,1330,0,112,train
031312.jpg,2249,0,199,train
031314.jpg,4647,0,402,train
031322.jpg,7158,0,604,train
031328.jpg,6024,0,521,train
031342.jpg,4891,0,419,train
031343.jpg,4414,0,383,train
031344.jpg,374,0,37,train
031346.jpg,5222,0,455,train
031356.jpg,6914,0,596,train
031366.jpg,6901,0,595,train
031380.jpg,409,0,45,train
031383.jpg,6024,0,521,train
031392.jpg,4691,0,405,train
031419.jpg,2999,0,256,train
031436.jpg,31,0,2,train
031451.jpg,5018,0,434,train
031458.jpg,4876,0,417,train
031469.jpg,9074,0,678,train
031472.jpg,7075,0,602,train
031475.jpg,1474,0,127,train
031478.jpg,1775,0,151,train
031486.jpg,3338,0,288,train
031498.jpg,7344,0,612,train
031508.jpg,2879,0,242,train
031518.jpg,2863,0,239,train
031537.jpg,7264,0,608,train
031543.jpg,516,0,59,train
031547.jpg,3600,0,310,train
031554.jpg,4805,0,412,train
031586.jpg,4231,0,368,train
031594.jpg,1025,0,91,train
031609.jpg,2213,0,192,train
031629.jpg,6351,0,549,train
031635.jpg,7962,0,635,train
031649.jpg,6136,0,528,train
031661.jpg,4418,0,384,train
031664.jpg,1475,0,128,train
031681.jpg,6479,0,562,train
031699.jpg,1062,0,97,train
031702.jpg,9981,0,693,train
031710.jpg,6716,0,586,train
031714.jpg,6811,0,592,train
031720.jpg,4137,0,359,train
031734.jpg,1393,0,119,train
031737.jpg,1866,0,156,train
031741.jpg,3614,0,311,train
031744.jpg,5784,0,507,train
031756.jpg,8706,0,664,train
031761.jpg,1996,0,170,train
031786.jpg,5222,0,455,train
031793.jpg,2368,0,209,train
031794.jpg,516,0,59,train
031800.jpg,1394,0,120,train
031808.jpg,2619,0,226,train
031817.jpg,8706,0,664,train
031824.jpg,3185,0,273,train
031852.jpg,1810,0,153,train
031874.jpg,1984,0,166,train
031882.jpg,259,0,21,train
031883.jpg,2086,0,178,train
031898.jpg,2249,0,199,train
031899.jpg,7159,0,605,train
031907.jpg,4418,0,384,train
031909.jpg,4031,0,348,train
031915.jpg,5272,0,460,train
031923.jpg,9592,0,684,train
031936.jpg,7203,0,607,train
031961.jpg,8434,0,651,train
031964.jpg,5656,0,494,train
031965.jpg,1990,0,168,train
031975.jpg,234,0,18,train
031985.jpg,6136,0,528,train
031997.jpg,3943,0,340,train
032009.jpg,2921,0,245,train
032012.jpg,485,0,56,train
032018.jpg,103,0,12,train
032026.jpg,9850,0,690,train
032029.jpg,3324,0,287,train
032037.jpg,5512,0,482,train
032071.jpg,4292,0,373,train
032082.jpg,6108,0,526,train
032092.jpg,6718,0,587,train
032094.jpg,4035,0,349,train
032110.jpg,6901,0,595,train
032111.jpg,5601,0,491,train
032114.jpg,4899,0,420,train
032118.jpg,5705,0,500,train
032131.jpg,3436,0,296,train
032136.jpg,4577,0,396,train
032137.jpg,7075,0,602,train
032146.jpg,6376,0,553,train
032157.jpg,1747,0,149,train
032160.jpg,1977,0,165,train
032169.jpg,1246,0,106,train
032179.jpg,5732,0,502,train
032184.jpg,476,0,55,train
032196.jpg,8449,0,652,train
032204.jpg,5018,0,434,train
032205.jpg,7962,0,635,train
032211.jpg,3788,0,326,train
032227.jpg,1936,0,160,train
032243.jpg,1245,0,105,train
032247.jpg,6583,0,571,train
032251.jpg,69,0,9,train
032252.jpg,1974,0,164,train
032254.jpg,5597,0,490,train
032259.jpg,2240,0,196,train
032277.jpg,4407,0,382,train
032283.jpg,2844,0,235,train
032292.jpg,5386,0,472,train
032295.jpg,3764,0,323,train
032321.jpg,380,0,38,train
032349.jpg,5391,0,473,train
032350.jpg,9944,0,692,train
032356.jpg,6672,0,575,train
032359.jpg,2425,0,213,train
032373.jpg,2243,0,197,train
032394.jpg,5537,0,486,train
032415.jpg,7680,0,627,train
032422.jpg,4805,0,412,train
032436.jpg,1549,0,132,train
032453.jpg,3858,0,333,train
032463.jpg,5131,0,445,train
032466.jpg,1370,0,117,train
032487.jpg,410,0,46,train
032517.jpg,4436,0,386,train
032520.jpg,1470,0,126,train
032525.jpg,592,0,62,train
032528.jpg,8570,0,659,train
032529.jpg,5344,0,467,train
032533.jpg,4620,0,401,train
032538.jpg,4358,0,379,train
032539.jpg,7974,0,637,train
032555.jpg,2086,0,178,train
032562.jpg,2318,0,205,train
032563.jpg,409,0,45,train
032576.jpg,8935,0,673,train
032584.jpg,10163,0,697,train
032592.jpg,6614,0,572,train
032606.jpg,5938,0,516,train
032607.jpg,7897,0,633,train
032619.jpg,257,0,20,train
032621.jpg,5191,0,453,train
032633.jpg,5264,0,459,train
032671.jpg,8592,0,660,train
032674.jpg,6691,0,583,train
032683.jpg,1330,0,112,train
032690.jpg,3017,0,258,train
032698.jpg,3531,0,307,train
032706.jpg,1061,0,96,train
032707.jpg,1613,0,139,train
032709.jpg,7203,0,607,train
032711.jpg,2086,0,178,train
032731.jpg,3491,0,302,train
032758.jpg,6844,0,593,train
032768.jpg,2683,0,228,train
032772.jpg,6065,0,523,train
032773.jpg,1607,0,138,train
032787.jpg,8636,0,661,train
032793.jpg,4811,0,413,train
032810.jpg,3788,0,326,train
032837.jpg,863,0,84,train
032838.jpg,7867,0,631,train
032851.jpg,6806,0,591,train
032862.jpg,5703,0,499,train
032864.jpg,2577,0,224,train
032870.jpg,731,0,76,train
032880.jpg,5732,0,502,train
032888.jpg,3614,0,311,train
032893.jpg,7400,0,617,train
032895.jpg,395,0,43,train
032913.jpg,263,0,22,train
032946.jpg,3528,0,306,train
032972.jpg,5666,0,495,train
032973.jpg,5805,0,509,train
032976.jpg,6182,0,537,train
032993.jpg,291,0,25,train
032999.jpg,257,0,20,train
033021.jpg,123,0,13,train
033023.jpg,343,0,35,train
033025.jpg,6166,0,534,train
033026.jpg,1349,0,115,train
033028.jpg,5386,0,472,train
033053.jpg,724,0,75,train
033056.jpg,5656,0,494,train
033058.jpg,7940,0,634,train
033061.jpg,7137,0,603,train
033065.jpg,1903,0,159,train
033087.jpg,4879,0,418,train
033090.jpg,475,0,54,train
033093.jpg,2117,0,181,train
033104.jpg,10163,0,697,train
033115.jpg,1633,0,142,train
033118.jpg,3207,0,276,train
033135.jpg,5423,0,477,train
033155.jpg,7428,0,622,train
033167.jpg,3751,0,321,train
033171.jpg,3404,0,293,train
033175.jpg,5122,0,443,train
033180.jpg,9165,0,681,train
033192.jpg,3421,0,294,train
033232.jpg,4691,0,405,train
033237.jpg,320,0,32,train
033248.jpg,2176,0,188,train
033249.jpg,3357,0,290,train
033265.jpg,614,0,64,train
033269.jpg,1726,0,147,train
033272.jpg,3016,0,257,train
033274.jpg,8798,0,669,train
033280.jpg,5207,0,454,train
033291.jpg,5601,0,491,train
033332.jpg,3398,0,291,train
033336.jpg,103,0,12,train
033347.jpg,3760,0,322,train
033395.jpg,4475,0,390,train
033402.jpg,7755,0,628,train
033409.jpg,1322,0,111,train
033431.jpg,3263,0,278,train
033432.jpg,2201,0,190,train
033438.jpg,8570,0,659,train
033449.jpg,1603,0,137,train
033472.jpg,9040,0,676,train
033473.jpg,5784,0,507,train
033479.jpg,3681,0,316,train
033488.jpg,1423,0,122,train
033511.jpg,9601,0,685,train
033525.jpg,5024,0,435,train
033535.jpg,2253,0,201,train
033551.jpg,5406,0,474,train
033570.jpg,4061,0,355,train
033571.jpg,2529,0,219,train
033572.jpg,5964,0,518,train
033579.jpg,8200,0,643,train
033584.jpg,843,0,82,train
033586.jpg,2870,0,241,train
033596.jpg,6996,0,597,train
033611.jpg,1475,0,128,train
033614.jpg,6443,0,561,train
033625.jpg,3080,0,266,train
033628.jpg,5519,0,483,train
033632.jpg,7609,0,626,train
033651.jpg,4874,0,416,train
033670.jpg,1463,0,125,train
033679.jpg,6630,0,573,train
033693.jpg,2996,0,255,train
